"","Entry","Name","Formula","Exact_Mass"
"6787","C02046","L-Hyoscyamine;","C17H23NO3","289.1678"
"6788","C04462","N-Succinyl-2-L-amino-6-oxoheptanedioate;","C11H15NO8","289.0798"
"6789","C05253","2-Amino-4-oxo-6-(1',2',3'-trihydroxypropyl)-diquinoid-7,8-dihydroxypterin","C9H15N5O6","289.1022"
"6790","C05537","N-Succinyl-2-amino-6-oxopimelate","C11H15NO8","289.0798"
"6791","C07342","Quinethazone","C10H12ClN3O3S","289.0288"
"6792","C07881","Dyclonine","C18H27NO2","289.2042"
"6793","C08478","Dianthramine;","C14H11NO6","289.0586"
"6794","C09224","Mesembrine","C17H23NO3","289.1678"
"6795","C10631","Acronycidine;","C15H15NO5","289.095"
"6796","C10647","Balfourodine;","C16H19NO4","289.1314"
"6797","C10847","Benzoylecgonine","C16H19NO4","289.1314"
"6798","C10859","Knightinol","C17H23NO3","289.1678"
"6799","C10860","Littorine","C17H23NO3","289.1678"
"6800","C11184","PMEG;","C8H12N5O5P","289.0576"
"6801","C12170","Zephyranthine","C16H19NO4","289.1314"
"6802","C12187","Pseudolycorine;","C16H19NO4","289.1314"
"6803","C12233","Lycoramine;","C17H23NO3","289.1678"
"6804","C14884","cis-1,3,4,6,7,11b-Hexahydro-9-methoxy-2H-benzo[a]quinolizine-3-carboxylicacidethylester","C17H23NO3","289.1678"
"6805","C14908","3-Ethyl-1,3,4,6,7,11b-hexahydro-9,10-dimethoxy-2H-benzo[a]quinolizin-2-one","C17H23NO3","289.1678"
"6806","C14927","N-(6-Oxo-6H-dibenzo[b,d]pyran-2-yl)methanesulfonamide","C14H11NO4S","289.0409"
"6807","C14958","17a-Aza-D-homoandrost-5-en-3beta-ol","C19H31NO","289.2406"
"6808","C14965","N-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)methanesulfonamide","C14H11NO4S","289.0409"
"6809","C15081","trans-1,3,4,6,7,11b-Hexahydro-9-methoxy-2H-benzo[a]quinolizine-3-carboxylicacidethylester","C17H23NO3","289.1678"
"6810","C17827","Hydroxy-gamma-sanshool","C18H27NO2","289.2042"
"6811","C18865","Imazethapyr","C15H19N3O3","289.1426"
"6812","C19843","L-Asp(4-L-Arg)","C10H19N5O5","289.1386"
"6813","C20917","Tabtoxin;","C11H19N3O6","289.1274"
"6814","C20919","Isotabtoxin;","C11H19N3O6","289.1274"
"6815","C19192","Antimonytrioxide","Sb2O3","289.7924"
"6816","C17258","Calciumsulfatehemihydrate","(CaSO4)2.H2O","289.8392"
"6817","C11057","3,4,3',4'-Tetrachlorobiphenyl;","C12H6Cl4","289.9224"
"6818","C14199","2,2',5,5'-Tetrachlorobiphenyl;","C12H6Cl4","289.9224"
"6819","C14247","2,2',4,4'-Tetrachlorobiphenyl;","C12H6Cl4","289.9224"
"6820","C14360","2,2',4,5-Tetrachlorobiphenyl;","C12H6Cl4","289.9224"
"6821","C14361","2,3,4,4'-Tetrachlorobiphenyl;","C12H6Cl4","289.9224"
"6822","C14362","2,3,4,5-Tetrachlorobiphenyl;","C12H6Cl4","289.9224"
"6823","C14363","2,3,5,6-Tetrachlorobiphenyl;","C12H6Cl4","289.9224"
"6824","C14364","2,4,4',6-Tetrachlorobiphenyl;","C12H6Cl4","289.9224"
"6825","C18114","3,4,4',5-Tetrachlorobiphenyl;","C12H6Cl4","289.9224"
"6826","C00523","Androsterone;","C19H30O2","290.2246"
"6827","C01965","Trimethoprim","C14H18N4O3","290.1379"
"6828","C01986","16-Oxosteroid","C19H30O2","290.2246"
"6829","C03406","N-(L-Arginino)succinate;","C10H18N4O6","290.1226"
"6830","C03414","N2-Malonyl-D-tryptophan","C14H14N2O5","290.0903"
"6831","C03648","cis-3,4-Leucopelargonidin","C15H14O6","290.079"
"6832","C03917","Dihydrotestosterone;","C19H30O2","290.2246"
"6833","C04295","Androstenediol;","C19H30O2","290.2246"
"6834","C04373","Etiocholanolone;","C19H30O2","290.2246"
"6835","C04421","N-Succinyl-LL-2,6-diaminoheptanedioate;","C11H18N2O7","290.1114"
"6836","C05293","5beta-Dihydrotestosterone","C19H30O2","290.2246"
"6837","C05382","Sedoheptulose7-phosphate;","C7H15O10P","290.0403"
"6838","C05907","Luteoforol;","C15H14O6","290.079"
"6839","C06222","Sedoheptulose1-phosphate;","C7H15O10P","290.0403"
"6840","C06562","(+)-Catechin;","C15H14O6","290.079"
"6841","C06871","Carbinoxamine","C16H19ClN2O","290.1186"
"6842","C07546","Succinylcholine;","C14H30N2O4","290.2206"
"6843","C07635","Epiandrosterone","C19H30O2","290.2246"
"6844","C07774","Azatadine","C20H22N2","290.1783"
"6845","C07836","D-glycero-beta-D-manno-Heptose7-phosphate","C7H15O10P","290.0403"
"6846","C07838","D-glycero-beta-D-manno-Heptose1-phosphate","C7H15O10P","290.0403"
"6847","C08739","alpha-Cotonefuran","C15H14O6","290.079"
"6848","C08742","2,8-Dihydroxy-3,4,7-trimethoxydibenzofuran","C15H14O6","290.079"
"6849","C09016","5-O-Methylvisamminol","C16H18O5","290.1154"
"6850","C09030","Ptaeroglycol","C15H14O6","290.079"
"6851","C09094","Geranylgeraniol;","C20H34O","290.261"
"6852","C09492","Laurenobiolide","C17H22O4","290.1518"
"6853","C09511","Mikanolide","C15H14O6","290.079"
"6854","C09564","Tulipinolide","C17H22O4","290.1518"
"6855","C09566","epi-Tulipinolide","C17H22O4","290.1518"
"6856","C09727","(-)-Epicatechin","C15H14O6","290.079"
"6857","C09728","(+)-Epicatechin;","C15H14O6","290.079"
"6858","C09736","Fisetinidol-4beta-ol;","C15H14O6","290.079"
"6859","C09787","Isoplumericin","C15H14O6","290.079"
"6860","C09796","Plumericin","C15H14O6","290.079"
"6861","C10734","Pteleatine","C16H20NO4","290.1392"
"6862","C10735","Ribalinium","C16H20NO4","290.1392"
"6863","C10896","Benomyl;","C14H18N4O3","290.1379"
"6864","C11111","Isoprothiolane","C12H18O4S2","290.0646"
"6865","C11890","Aphidicolan-16beta-ol","C20H34O","290.261"
"6866","C14043","ML-236C","C18H26O3","290.1882"
"6867","C14079","(-)-Catechin","C15H14O6","290.079"
"6868","C14210","4-Androstenediol;","C19H30O2","290.2246"
"6869","C14213","Aurin","C19H14O3","290.0943"
"6870","C14410","Phenbenzaminehydrochloride","C17H22N2.HCl","290.155"
"6871","C14631","5-Androstene-3beta,16alpha-diol;","C19H30O2","290.2246"
"6872","C14932","11beta-Hydroxy-5alpha-androstan-17-one","C19H30O2","290.2246"
"6873","C15316","5alpha-Androstane-2alpha-methyl-17beta-ol","C20H34O","290.261"
"6874","C15326","17beta-Hydroxy-2alpha-methyl-5alpha-estran-3-one","C19H30O2","290.2246"
"6875","C15442","5-Androstene-3beta,16beta-diol","C19H30O2","290.2246"
"6876","C16573","3'-Hydroxyropivacaine","C17H26N2O2","290.1994"
"6877","C16574","4'-Hydroxyropivacaine","C17H26N2O2","290.1994"
"6878","C17113","Furocaespitane","C12H16BrClO","290.0073"
"6879","C17590","Catechin;","C15H14O6","290.079"
"6880","C17746","1-Dehydro-[6]-gingerdione","C17H22O4","290.1518"
"6881","C19009","Oxydisulfoton","C8H19O3PS3","290.0234"
"6882","C19017","TEPP;","C8H20O7P2","290.0684"
"6883","C19075","Chloroxuron","C15H15ClN2O2","290.0822"
"6884","C19490","trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene;","C20H18O2","290.1307"
"6885","C19607","trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene;","C20H18O2","290.1307"
"6886","C19817","Phyllocladan-16alpha-ol","C20H34O","290.261"
"6887","C19878","D-glycero-alpha-D-manno-Heptose7-phosphate","C7H15O10P","290.0403"
"6888","C19880","D-glycero-alpha-D-manno-Heptose1-phosphate","C7H15O10P","290.0403"
"6889","C19882","D-glycero-D-manno-Heptose7-phosphate","C7H15O10P","290.0403"
"6890","C19963","Tuberculosinol","C20H34O","290.261"
"6891","C19964","(13S)-Isotuberculosinol","C20H34O","290.261"
"6892","C20158","(13E)-Labda-7,13-dien-15-ol","C20H34O","290.261"
"6893","C20481","cis-Abienol;","C20H34O","290.261"
"6894","C20681","(E,E)-Geranyllinalool","C20H34O","290.261"
"6895","C20834","Cyclooctat-9-en-7-ol;","C20H34O","290.261"
"6896","C20923","(R)-Nephthenol;","C20H34O","290.261"
"6897","C20924","(1S,4E,8E,12E)-2,2,5,9,13-Pentamethylcyclopentadeca-4,8,12-trien-1-ol","C20H34O","290.261"
"6898","C20956","alpha-D-Sedoheptulopyranose7-phosphate","C7H15O10P","290.0403"
"6899","C04521","2,7-Anhydro-alpha-N-acetylneuraminicacid","C11H17NO8","291.0954"
"6900","C04580","2-Deoxy-2,3-dehydro-N-acetylneuraminicacid","C11H17NO8","291.0954"
"6901","C04883","(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-3,4-dihydro-1(2H)-naphthalenone;","C17H25NO3","291.1834"
"6902","C05118","S-(2-Methylbutanoyl)-dihydrolipoamide","C13H25NO2S2","291.1327"
"6903","C05119","S-(3-Methylbutanoyl)-dihydrolipoamide","C13H25NO2S2","291.1327"
"6904","C06604","Parathion;","C10H14NO5PS","291.033"
"6905","C06932","Cyclopentolate","C17H25NO3","291.1834"
"6906","C07416","Penbutolol","C18H29NO2","291.2198"
"6907","C07573","Prontosil;","C12H13N5O2S","291.079"
"6908","C07784","Diphenhydraminehydrochloride","C17H21NO.HCl","291.139"
"6909","C07886","Brimonidine","C11H10BrN5","291.012"
"6910","C07914","Levobunolol;","C17H25NO3","291.1834"
"6911","C08079","Terbinafine","C21H25N","291.1987"
"6912","C08341","Sarmentosinepoxide","C11H17NO8","291.0954"
"6913","C08531","Lycoricidine","C14H13NO6","291.0743"
"6914","C09176","Eseridine","C15H21N3O3","291.1583"
"6915","C09225","Mesembrinol","C17H25NO3","291.1834"
"6916","C09881","Lyconnotine","C17H25NO3","291.1834"
"6917","C10856","Convolvine","C16H21NO4","291.1471"
"6918","C10863","Phyllalbine","C16H21NO4","291.1471"
"6919","C10954","Naproanilide","C19H17NO2","291.1259"
"6920","C12905","Variotin;","C17H25NO3","291.1834"
"6921","C13721","Cyanotriphenylborate","C19H15BN.Na","291.1195"
"6922","C15356","17beta-Amino-5alpha-androstan-11beta-ol","C19H33NO","291.2562"
"6923","C15433","1-(6-Oxo-6H-dibenzo[b,d]pyran-3-yl)-1H-pyrrole-2,5-dione","C17H9NO4","291.0532"
"6924","C18456","Cyproconazole","C15H18ClN3O","291.1138"
"6925","C18494","UniconazoleP","C15H18ClN3O","291.1138"
"6926","C18513","Thiamethoxam","C8H10ClN5O3S","291.0193"
"6927","C18869","Naptalam;","C18H13NO3","291.0895"
"6928","C18972","Crufomate","C12H19ClNO3P","291.0791"
"6929","C20915","C20915;","C11H21N3O6","291.143"
"6930","C11009","Chlorbromuron","C9H10BrClN2O2","291.9614"
"6931","C20440","alpha-D-Ribose1,2-cyclicphosphate5-phosphate","C5H10O10P2","291.9749"
"6932","C00284","EDTA;","C10H16N2O8","292.0907"
"6933","C01090","16alpha-Hydroxysteroid","C19H32O2","292.2402"
"6934","C01226","12-OPDA;","C18H28O3","292.2038"
"6935","C02159","Hydroxysteroid","C19H32O2","292.2402"
"6936","C03050","16beta-Hydroxysteroid","C19H32O2","292.2402"
"6937","C03051","17beta-Hydroxysteroid","C19H32O2","292.2402"
"6938","C03176","Steroidhydroperoxide","C19H32O2","292.2402"
"6939","C03852","Androstan-3alpha,17beta-diol;","C19H32O2","292.2402"
"6940","C04672","(9Z,15Z)-(13S)-12,13-Epoxyoctadeca-9,11,15-trienoicacid;","C18H28O3","292.2038"
"6941","C04711","5-(3-Hydroxy-4-acetoxybut-1-ynyl)-2,2'-bithiophene","C14H12O3S2","292.0228"
"6942","C06874","Carteolol","C16H24N2O3","292.1787"
"6943","C07632","Androstanediol;","C19H32O2","292.2402"
"6944","C07646","Carboxyphosphamide;","C7H15Cl2N2O4P","292.0146"
"6945","C08319","alpha-Licanicacid;","C18H28O3","292.2038"
"6946","C09397","Dihydromikanolide","C15H16O6","292.0947"
"6947","C09529","Picrotoxinin","C15H16O6","292.0947"
"6948","C09741","Trichodermin","C17H24O4","292.1675"
"6949","C10459","Gingerdione;","C17H24O4","292.1675"
"6950","C10800","Grevillol","C19H32O2","292.2402"
"6951","C11163","N-(2-Methoxyphenyl)-N'-(2-naphtyl)urea;","C18H16N2O2","292.1212"
"6952","C11633","16-Epivellosimine","C19H20N2O","292.1576"
"6953","C11634","Vellosimine","C19H20N2O","292.1576"
"6954","C11740","SB206553","C17H16N4O","292.1324"
"6955","C12525","5alpha-Androstan-3beta,17beta-diol","C19H32O2","292.2402"
"6956","C13816","(9R,13R)-12-Oxo-phytodienoicacid;","C18H28O3","292.2038"
"6957","C14204","Hydroxyflutamide","C11H11F3N2O4","292.0671"
"6958","C14423","1,8-Dinitropyrene","C16H8N2O4","292.0484"
"6959","C14424","1,6-Dinitropyrene","C16H8N2O4","292.0484"
"6960","C14911","17beta-Hydroxy-2-oxa-5alpha-androstan-3-one","C18H28O3","292.2038"
"6961","C14975","D-Homo-17a-oxa-5alpha-androstan-3beta-ol","C19H32O2","292.2402"
"6962","C15093","3beta-Fluoroandrost-5-en-17beta-ol","C19H29FO","292.2202"
"6963","C15288","5alpha-Androstane-11beta,17beta-diol","C19H32O2","292.2402"
"6964","C16319","Etherolenicacid;","C18H28O3","292.2038"
"6965","C16320","Colnelenicacid;","C18H28O3","292.2038"
"6966","C16324","9,10-EOT;","C18H28O3","292.2038"
"6967","C16325","10-OPDA;","C18H28O3","292.2038"
"6968","C16557","Carboxyifosfamide","C7H15Cl2N2O4P","292.0146"
"6969","C16726","Cinchoninone;","C19H20N2O","292.1576"
"6970","C16806","Coumatetralyl","C19H16O3","292.1099"
"6971","C16846","Cinchonidinone;","C19H20N2O","292.1576"
"6972","C17933","Thioperamide","C15H24N4S","292.1722"
"6973","C18985","Etrimfos","C10H17N2O4PS","292.0647"
"6974","C19070","Clofop","C15H13ClO4","292.0502"
"6975","C19234","3,7-Dinitrofluoranthene","C16H8N2O4","292.0484"
"6976","C19235","3,9-Dinitrofluoranthene","C16H8N2O4","292.0484"
"6977","C19408","1,3-Dinitropyrene","C16H8N2O4","292.0484"
"6978","C14338","Quintozene;","C6Cl5NO2","292.8372"
"6979","C16246","3,5-Dibromo-4-hydroxybenzamide","C7H5Br2NO2","292.8687"
"6980","C02713","N-Acetylmuramate;","C11H19NO8","293.1111"
"6981","C03536","Pyrimidine5'-nucleotide","C9H14N2O7P","293.0539"
"6982","C04875","(+/-)-5-[(tert-Butylamino)-2'-hydroxypropoxy]-1,2,3,4-tetrahydro-1-naphthol;","C17H27NO3","293.1991"
"6983","C07325","Ondansetron","C18H19N3O","293.1528"
"6984","C07356","Oxaprozin","C18H15NO3","293.1052"
"6985","C07892","Pramoxine;","C17H27NO3","293.1991"
"6986","C08159","Anastrozole","C17H19N5","293.164"
"6987","C09222","MelosatinB","C19H19NO2","293.1416"
"6988","C10995","Amitraz;","C19H23N3","293.1892"
"6989","C11156","Triadimefon","C14H16ClN3O2","293.0931"
"6990","C12256","(+)-2,7-Dideoxypancratistatin","C14H15NO6","293.0899"
"6991","C15040","GYKI52466;","C17H15N3O2","293.1164"
"6992","C16518","S-(Indolylmethylthiohydroximoyl)-L-cysteine","C13H15N3O3S","293.0834"
"6993","C18479","Paclobutrazol","C15H20ClN3O","293.1295"
"6994","C18544","Simeconazole","C14H20FN3OSi","293.136"
"6995","C19289","PanfuranS;","C11H11N5O5","293.076"
"6996","C20216","Nordihydrocapsaicin;","C17H27NO3","293.1991"
"6997","C15227","Potassiumdichromate","K2Cr2O7","293.7728"
"6998","C18381","Calciumiodide","CaI2","293.7715"
"6999","C03925","3,5-Dibromo-4-hydroxybenzoate","C7H4Br2O3","293.8527"
"7000","C04175","2-Deoxy-D-ribose1,5-bisphosphate","C5H12O10P2","293.9906"
"7001","C06248","D-Ribose1-diphosphate","C5H12O10P2","293.9906"
"7002","C13249","Sodiumcitrate;","C6H5O7.2H2O.3Na","293.994"
"7003","C03411","N-Glycosyl-L-asparagine","C10H18N2O8","294.1063"
"7004","C04594","(9Z)-(13S)-12,13-Epoxyoctadeca-9,11-dienoicacid;","C18H30O3","294.2195"
"7005","C04780","8-[(1R,2R)-3-Oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoate;","C18H30O3","294.2195"
"7006","C06528","Cinchonine;","C19H22N2O","294.1732"
"7007","C06981","Estazolam","C16H11ClN4","294.0672"
"7008","C07383","Proparacaine;","C16H26N2O3","294.1943"
"7009","C07895","Propoxycaine","C16H26N2O3","294.1943"
"7010","C08366","Sterculicacid","C19H34O2","294.2559"
"7011","C08570","TuliposideB","C11H18O9","294.0951"
"7012","C09149","Eburnamonine;","C19H22N2O","294.1732"
"7013","C09570","Tutin","C15H18O6","294.1103"
"7014","C09709","Phytuberin","C17H26O4","294.1831"
"7015","C10055","Dehydrocycloguanandin","C18H14O4","294.0892"
"7016","C10342","Embelin","C17H26O4","294.1831"
"7017","C10406","TricrozarinA","C13H10O8","294.0376"
"7018","C10462","[6]-Gingerol;","C17H26O4","294.1831"
"7019","C11045","Aspartame","C14H18N2O5","294.1216"
"7020","C11379","Cinchonidine;","C19H22N2O","294.1732"
"7021","C11635","10-Deoxysarpagine;","C19H22N2O","294.1732"
"7022","C13785","TRAM-3;","C19H15ClO","294.0811"
"7023","C13798","8-(5-Hexyl-furan-2-yl)-octanoicacid;","C18H30O3","294.2195"
"7024","C14237","4-[2,2-Dichloro-1-(4-methoxyphenyl)ethenyl]phenol;","C15H12Cl2O2","294.0214"
"7025","C14765","13-OxoODE;","C18H30O3","294.2195"
"7026","C14766","9-OxoODE;","C18H30O3","294.2195"
"7027","C15049","(2-Butylbenzofuran-3-yl)(4-hydroxyphenyl)ketone;","C19H18O3","294.1256"
"7028","C15193","2-[3-Ethyl-5-(4-methoxyphenyl)-1H-pyrazol-4-yl]phenol","C18H18N2O2","294.1368"
"7029","C15330","3beta-Fluoro-5alpha-androstan-17beta-ol","C19H31FO","294.2359"
"7030","C16316","13(S)-HOT;","C18H30O3","294.2195"
"7031","C16326","9(S)-HOT;","C18H30O3","294.2195"
"7032","C16342","2(R)-HOT;","C18H30O3","294.2195"
"7033","C16346","17-Hydroxylinolenicacid;","C18H30O3","294.2195"
"7034","C16735","Corynantheal","C19H22N2O","294.1732"
"7035","C17017","Cyclicdehypoxanthinefutalosine","C14H14O7","294.074"
"7036","C17132","Aplysin","C15H19BrO","294.0619"
"7037","C17133","Filiformin;","C15H19BrO","294.0619"
"7038","C17136","Laurinterol","C15H19BrO","294.0619"
"7039","C18804","Pyrifenox","C14H12Cl2N2O","294.0327"
"7040","C18927","Triamiphos","C12H19N6OP","294.1358"
"7041","C18974","Cyanthoate","C10H19N2O4PS","294.0803"
"7042","C19613","JuvenilehormoneI","C18H30O3","294.2195"
"7043","C19827","Colneleate;","C18H30O3","294.2195"
"7044","C07461","Chlorothiazide","C7H6ClN3O4S2","294.9488"
"7045","C18860","Folpet","C9H4Cl3NO2S","294.9028"
"7046","C00844","Prunasin;","C14H17NO6","295.1056"
"7047","C01690","Diclofenac","C14H11Cl2NO2","295.0167"
"7048","C03373","Aminoimidazoleribotide;","C8H14N3O7P","295.0569"
"7049","C03416","N6,N6-Dimethyladenosine","C12H17N5O4","295.1281"
"7050","C04273","(S)-Mandelonitrilebeta-D-glucoside","C14H17NO6","295.1056"
"7051","C06980","Esmolol","C16H25NO4","295.1784"
"7052","C07117","Meclofenamate;","C14H11Cl2NO2","295.0167"
"7053","C07319","Sumatriptan","C14H21N3O2S","295.1354"
"7054","C08481","Indican;","C14H17NO6","295.1056"
"7055","C09588","Mecambrine","C18H17NO3","295.1208"
"7056","C09589","(+)-Mecambroline","C18H17NO3","295.1208"
"7057","C09613","Pukateine","C18H17NO3","295.1208"
"7058","C09670","Xylopine","C18H17NO3","295.1208"
"7059","C09899","Serratanidine","C16H25NO4","295.1784"
"7060","C10699","Japonine","C18H17NO3","295.1208"
"7061","C11127","Triadimenol","C14H18ClN3O2","295.1088"
"7062","C13061","Acetylsulfamethoxazole","C12H13N3O4S","295.0627"
"7063","C15094","GYKI52895;","C17H17N3O2","295.1321"
"7064","C16612","Citalopramaldehyde","C18H14FNO2","295.1009"
"7065","C18582","Butralin","C14H21N3O4","295.1532"
"7066","C18873","Nitrothal-isopropyl","C14H17NO6","295.1056"
"7067","C17098","Lanosol;","C7H6Br2O3","295.8684"
"7068","C18574","Dithianon","C14H4N2O2S2","295.9714"
"7069","C01389","Phytol","C20H40O","296.3079"
"7070","C01692","Disulfiram;","C10H20N2S4","296.0509"
"7071","C02006","AspulvinoneE;","C17H12O5","296.0685"
"7072","C03218","2-Methylaminoadenosine","C11H16N6O4","296.1233"
"7073","C03425","Oleicacidmethylester;","C19H36O2","296.2715"
"7074","C03995","4-Nitrophenyl-3-ketovalidamine;","C13H16N2O6","296.1008"
"7075","C07175","Methdilazine","C18H20N2S","296.1347"
"7076","C07534","Ethynylestradiol;","C20H24O2","296.1776"
"7077","C08162","Exemestane","C20H24O2","296.1776"
"7078","C08318","(9Z,12Z)-(8R)-Hydroxyoctadeca-9,12-dienoicacid;","C18H32O3","296.2351"
"7079","C08368","Vernolicacid;","C18H32O3","296.2351"
"7080","C09033","Antirhine","C19H24N2O","296.1889"
"7081","C09146","Eburnamine;","C19H24N2O","296.1889"
"7082","C09674","Graphinone;","C16H24O5","296.1624"
"7083","C09747","Vomitoxin;","C15H20O6","296.126"
"7084","C10035","Dasytrichone","C18H16O4","296.1049"
"7085","C10054","CalophyllinB;","C18H16O4","296.1049"
"7086","C10123","Adenocarpine","C19H24N2O","296.1889"
"7087","C10285","4-Prenylresveratrol","C19H20O3","296.1412"
"7088","C10483","Phaseolicacid","C13H12O8","296.0532"
"7089","C11993","10-Deoxymethynolide","C17H28O4","296.1988"
"7090","C12331","2,3,9,10-Tetrahydroxyberberine","C17H14NO4","296.0923"
"7091","C13787","17-Methyl-6Z-octadecenoicacid;","C19H36O2","296.2715"
"7092","C13838","Lactobacillicacid;","C19H36O2","296.2715"
"7093","C14391","Diethylstilbestroldimethylether;","C20H24O2","296.1776"
"7094","C14537","Trimethylolpropanetriacrylate;","C15H20O6","296.126"
"7095","C14720","4-Ethyl-7-hydroxy-3-(p-methoxyphenyl)coumarin","C18H16O4","296.1049"
"7096","C14762","13(S)-HODE;","C18H32O3","296.2351"
"7097","C14767","9(S)-HODE;","C18H32O3","296.2351"
"7098","C14825","9(10)-EpOME;","C18H32O3","296.2351"
"7099","C14826","12(13)-EpOME;","C18H32O3","296.2351"
"7100","C15063","3-Methoxy-D-homoestra-1,3,5(10),8,14-pentaen-17abeta-ol","C20H24O2","296.1776"
"7101","C15124","3-Methoxy-D-homoestra-1,3,5(10),8-tetraen-17a-one","C20H24O2","296.1776"
"7102","C16609","Didemethylcitalopram","C18H17FN2O","296.1325"
"7103","C16727","Cinchonamine","C19H24N2O","296.1889"
"7104","C17010","Dehypoxanthinefutalosine","C14H16O7","296.0896"
"7105","C18739","Enilconazole;","C14H14Cl2N2O","296.0483"
"7106","C19068","Medinoterbacetate","C13H16N2O6","296.1008"
"7107","C19403","3,3'-Dimethoxybenzidine-4,4'-diisocyanate","C16H12N2O4","296.0797"
"7108","C19617","18-Oxooleate","C18H32O3","296.2351"
"7109","C19730","Crocetindialdehyde","C20H24O2","296.1776"
"7110","C07041","Hydrochlorothiazide","C7H8ClN3O4S2","296.9645"
"7111","C00170","5'-Methylthioadenosine;","C11H15N5O3S","297.0896"
"7112","C05342","Psicofuranine;","C11H15N5O5","297.1073"
"7113","C06121","3-Ketosphingosine","C18H35NO2","297.2668"
"7114","C06171","Codeinone;","C18H19NO3","297.1365"
"7115","C06172","Neopinone","C18H19NO3","297.1365"
"7116","C06175","Oripavine","C18H19NO3","297.1365"
"7117","C09340","(-)-Apoglaziovine","C18H19NO3","297.1365"
"7118","C09457","Glaziovine","C18H19NO3","297.1365"
"7119","C09569","Longifolonine","C17H15NO4","297.1001"
"7120","C10136","Cassine","C18H35NO2","297.2668"
"7121","C11124","Spiroxamine;","C18H35NO2","297.2668"
"7122","C11285","Tridemorph;","C19H39NO","297.3032"
